file_name,original_size,lzma,bz2,zlib,wavelets
..\client_storage\R2017_10_06\M171006_053235.lvm,935257,200728,186117,266571,1311
..\client_storage\R2017_10_06\M171006_053244.lvm,935763,198752,187338,266960,1330
..\client_storage\R2017_10_06\M171006_053250.lvm,930662,198764,182517,269061,1279
..\client_storage\R2017_10_06\M171006_053319.lvm,930701,201528,184622,268770,1279
..\client_storage\R2017_10_06\M171006_053330.lvm,932044,198360,181576,268259,1261
..\client_storage\R2017_10_06\M171006_053339.lvm,931764,200372,184066,270584,1301
..\client_storage\R2017_10_06\M171006_053348.lvm,935465,198716,179038,261088,1348
..\client_storage\R2017_10_06\M171006_053356.lvm,931379,202096,187292,269544,1248
..\client_storage\R2017_10_06\M171006_053359.lvm,930970,201488,183635,268980,1141
..\client_storage\R2017_10_06\M171006_053422.lvm,931596,196344,174521,265190,1126
..\client_storage\R2017_10_06\M171006_053437.lvm,923457,206828,180563,271261,1139
..\client_storage\R2017_10_06\M171006_053438.lvm,922092,200280,181314,272483,1145
..\client_storage\R2017_10_06\M171006_053446.lvm,932907,209348,210521,289021,1386
..\client_storage\R2017_10_06\M171006_053452.lvm,933694,202148,181646,270650,1270
..\client_storage\R2017_10_06\M171006_053457.lvm,933144,201400,177178,268673,1122
..\client_storage\R2017_10_06\M171006_053522.lvm,933172,195772,174500,265054,1098
..\client_storage\R2017_10_06\M171006_053556.lvm,933092,199680,175169,265329,1109
..\client_storage\R2017_10_06\M171006_053613.lvm,925913,211592,210046,288989,1203
..\client_storage\R2017_10_06\M171006_053644.lvm,933531,202268,179452,266394,1232
..\client_storage\R2017_10_06\M171006_053657.lvm,928806,197152,177167,267478,1138
..\client_storage\R2017_10_06\M171006_053719.lvm,927747,198964,175824,265135,1253
..\client_storage\R2017_10_06\M171006_053723.lvm,928263,202236,188225,274733,1324
..\client_storage\R2017_10_06\M171006_053729.lvm,932629,198280,177309,267467,1214
..\client_storage\R2017_10_06\M171006_053731.lvm,936151,204048,186798,273489,1301
..\client_storage\R2017_10_06\M171006_053740.lvm,936303,196332,182598,265031,1385
..\client_storage\R2017_10_06\M171006_053744.lvm,935820,199108,185619,269853,1352
..\client_storage\R2017_10_06\M171006_053827.lvm,930369,200940,181772,267227,1132
..\client_storage\R2017_10_06\M171006_053906.lvm,931004,200868,181617,266807,1269
..\client_storage\R2017_10_06\M171006_053909.lvm,930440,199252,176069,264158,1283
..\client_storage\R2017_10_06\M171006_053938.lvm,929191,198224,173384,262979,1115
..\client_storage\R2017_10_06\M171006_053941.lvm,928850,202280,181612,269515,1135
..\client_storage\R2017_10_06\M171006_053942.lvm,929754,205524,185639,273238,1150
..\client_storage\R2017_10_06\M171006_053951.lvm,929848,201424,179127,269897,1109
..\client_storage\R2017_10_06\M171006_054026.lvm,932291,199476,181361,267584,1095
..\client_storage\R2017_10_06\M171006_054048.lvm,932926,201648,186175,271053,1131
..\client_storage\R2017_10_06\M171006_054051.lvm,924853,202220,177217,268992,1061
..\client_storage\R2017_10_06\M171006_054127.lvm,926049,200912,177220,268145,1033
..\client_storage\R2017_10_06\M171006_054130.lvm,930384,196860,178339,265118,1058
..\client_storage\R2017_10_06\M171006_054145.lvm,934648,198616,184982,268740,1253
..\client_storage\R2017_10_06\M171006_054153.lvm,927318,200852,182051,269336,1239
..\client_storage\R2017_10_06\M171006_054231.lvm,927701,199280,184901,269212,1239
..\client_storage\R2017_10_06\M171006_054301.lvm,927983,201692,186094,272623,1292
..\client_storage\R2017_10_06\M171006_054324.lvm,926676,201272,182248,269368,1167
..\client_storage\R2017_10_06\M171006_054343.lvm,918821,212524,207466,287073,1222
..\client_storage\R2017_10_06\M171006_054350.lvm,930628,201812,182048,264601,1219
..\client_storage\R2017_10_06\M171006_054408.lvm,933753,197024,174547,260563,1280
..\client_storage\R2017_10_06\M171006_054412.lvm,936344,194648,182684,262715,1379
..\client_storage\R2017_10_06\M171006_054417.lvm,934077,195428,178870,263580,1290
..\client_storage\R2017_10_06\M171006_054432.lvm,927795,202916,185934,273839,1295
..\client_storage\R2017_10_06\M171006_054438.lvm,929343,198352,177681,265549,1280
..\client_storage\R2017_10_06\M171006_054453.lvm,925909,200704,181199,268199,1137
..\client_storage\R2017_10_06\M171006_054508.lvm,933200,199056,179089,263387,1163
..\client_storage\R2017_10_06\M171006_054517.lvm,935129,201388,183492,264132,1293
..\client_storage\R2017_10_06\M171006_054549.lvm,927648,196940,176874,266277,1188
..\client_storage\R2017_10_06\M171006_054601.lvm,927950,198996,183985,270843,1294
..\client_storage\R2017_10_06\M171006_054610.lvm,929305,205252,192388,274295,1253
..\client_storage\R2017_10_06\M171006_054624.lvm,926518,202064,183444,271605,1216
..\client_storage\R2017_10_06\M171006_054643.lvm,934503,200188,185812,269937,1307
..\client_storage\R2017_10_06\M171006_054707.lvm,927923,201048,183548,268409,1261
..\client_storage\R2017_10_06\M171006_054723.lvm,931973,199164,177679,265691,1157
..\client_storage\R2017_10_06\M171006_054746.lvm,934121,197944,177035,263710,1175
..\client_storage\R2017_10_06\M171006_054748.lvm,936704,199020,187401,267710,1262
..\client_storage\R2017_10_06\M171006_054755.lvm,936432,193068,177139,262718,1305
..\client_storage\R2017_10_06\M171006_054810.lvm,935179,194516,179574,265127,1299
..\client_storage\R2017_10_06\M171006_054812.lvm,935772,199448,176679,261270,1322
..\client_storage\R2017_10_06\M171006_054819.lvm,929754,198988,173094,265061,1153
..\client_storage\R2017_10_06\M171006_054836.lvm,935564,200612,183296,264167,1302
..\client_storage\R2017_10_06\M171006_054843.lvm,930827,199944,176987,268270,1229
..\client_storage\R2017_10_06\M171006_054851.lvm,931966,200228,173146,265526,1317
..\client_storage\R2017_10_06\M171006_054858.lvm,935428,193600,175171,258725,1321
..\client_storage\R2017_10_06\M171006_054908.lvm,924689,208972,197587,282161,1258
..\client_storage\R2017_10_06\M171006_054915.lvm,931900,196044,174415,266683,1251
..\client_storage\R2017_10_06\M171006_054940.lvm,932641,202616,183174,273218,1297
..\client_storage\R2017_10_06\M171006_054942.lvm,935650,196440,183628,266818,1323
..\client_storage\R2017_10_06\M171006_055021.lvm,934155,198288,174545,259132,1190
..\client_storage\R2017_10_06\M171006_055027.lvm,933618,200752,184882,267365,1150
..\client_storage\R2017_10_06\M171006_055043.lvm,935588,198956,176724,261837,1175
..\client_storage\R2017_10_06\M171006_055046.lvm,936077,199340,185533,266057,1255
..\client_storage\R2017_10_06\M171006_055049.lvm,935796,200368,180083,265849,1218
..\client_storage\R2017_10_06\M171006_055051.lvm,936054,198788,185158,267196,1347
..\client_storage\R2017_10_06\M171006_055108.lvm,930537,204960,193912,273334,1310
..\client_storage\R2017_10_06\M171006_055118.lvm,933828,196728,171713,260963,1099
..\client_storage\R2017_10_06\M171006_055123.lvm,934127,196500,179010,265921,1186
..\client_storage\R2017_10_06\M171006_055128.lvm,933610,200144,178675,264277,1150
..\client_storage\R2017_10_06\M171006_055146.lvm,933779,202392,179387,266193,1170
..\client_storage\R2017_10_06\M171006_055202.lvm,927119,200256,178038,270579,1142
..\client_storage\R2017_10_06\M171006_055205.lvm,927814,197744,177534,267076,1165
..\client_storage\R2017_10_06\M171006_055217.lvm,932804,201868,179448,266546,1247
..\client_storage\R2017_10_06\M171006_055225.lvm,928803,205416,185931,275105,1163
..\client_storage\R2017_10_06\M171006_055236.lvm,928010,206332,190127,275957,1170
..\client_storage\R2017_10_06\M171006_055241.lvm,936674,201312,186476,267792,1290
..\client_storage\R2017_10_06\M171006_055248.lvm,934629,196128,181241,264377,1149
..\client_storage\R2017_10_06\M171006_055324.lvm,926002,199576,171506,263295,1146
..\client_storage\R2017_10_06\M171006_055326.lvm,934143,200948,182459,266585,1291
..\client_storage\R2017_10_06\M171006_055345.lvm,935029,196052,180304,267501,1226
..\client_storage\R2017_10_06\M171006_055401.lvm,934717,196292,173522,261708,1257
..\client_storage\R2017_10_06\M171006_055405.lvm,935744,199176,182172,264695,1293
..\client_storage\R2017_10_06\M171006_055413.lvm,936476,193268,179770,259329,1384
..\client_storage\R2017_10_06\M171006_055419.lvm,934428,200052,182238,265143,1245
..\client_storage\R2017_10_06\M171006_055432.lvm,929523,202088,180516,269911,1178
..\client_storage\R2017_10_06\M171006_055443.lvm,925496,201224,175548,267500,1134
..\client_storage\R2017_10_06\M171006_055511.lvm,925292,201360,175400,268428,1090
..\client_storage\R2017_10_06\M171006_055523.lvm,929402,199076,174547,265743,1108
..\client_storage\R2017_10_06\M171006_055538.lvm,929612,199312,178602,265184,1195
..\client_storage\R2017_10_06\M171006_055546.lvm,932305,202040,184516,270427,1242
..\client_storage\R2017_10_06\M171006_055554.lvm,934859,199088,177642,262335,1305
..\client_storage\R2017_10_06\M171006_055605.lvm,929923,203524,169279,266095,1100
..\client_storage\R2017_10_06\M171006_055617.lvm,932747,200164,187319,271088,1207
..\client_storage\R2017_10_06\M171006_055704.lvm,931409,199872,181010,267878,1145
..\client_storage\R2017_10_06\M171006_055708.lvm,932085,200864,182870,267556,1168
..\client_storage\R2017_10_06\M171006_055722.lvm,932622,200596,179475,267992,1152
..\client_storage\R2017_10_06\M171006_055738.lvm,931154,199008,174269,263085,1114
..\client_storage\R2017_10_06\M171006_055750.lvm,935536,197380,177539,262865,1223
..\client_storage\R2017_10_06\M171006_055831.lvm,927862,202388,181791,268740,1248
..\client_storage\R2017_10_06\M171006_055835.lvm,929948,200928,179718,268870,1162
..\client_storage\R2017_10_06\M171006_055854.lvm,929045,200356,181919,266064,1185
..\client_storage\R2017_10_06\M171006_055908.lvm,928713,201380,183115,266888,1182
..\client_storage\R2017_10_06\M171006_055915.lvm,928683,202652,181915,267348,1232
..\client_storage\R2017_10_06\M171006_055930.lvm,934616,193116,173853,261146,1218
..\client_storage\R2017_10_06\M171006_055935.lvm,936026,197936,182625,265905,1345
..\client_storage\R2017_10_06\M171006_055939.lvm,935970,199312,191240,271387,1343
..\client_storage\R2017_10_06\M171006_055943.lvm,924538,211800,206665,287975,1220
..\client_storage\R2017_10_06\M171006_055958.lvm,919860,203220,187015,275715,1156
..\client_storage\R2017_10_06\M171006_060003.lvm,923604,199628,182124,271719,1166
..\client_storage\R2017_10_06\M171006_060019.lvm,927876,202380,182373,273398,1116
..\client_storage\R2017_10_06\M171006_060024.lvm,931846,201832,181225,267604,1140
..\client_storage\R2017_10_06\M171006_060037.lvm,930504,205452,184905,273109,1230
..\client_storage\R2017_10_06\M171006_060043.lvm,928425,202152,182565,269291,1130
..\client_storage\R2017_10_06\M171006_060045.lvm,927809,203580,186297,270799,1142
..\client_storage\R2017_10_06\M171006_060130.lvm,932543,200948,188327,271478,1275
..\client_storage\R2017_10_06\M171006_060134.lvm,931430,196808,171550,261460,1104
..\client_storage\R2017_10_06\M171006_060139.lvm,924444,200152,175853,264557,1123
..\client_storage\R2017_10_06\M171006_060156.lvm,916034,201724,178052,268380,1171
..\client_storage\R2017_10_06\M171006_060216.lvm,915658,212840,216027,292867,1229
..\client_storage\R2017_10_06\M171006_060237.lvm,926698,218568,228731,304125,1390
..\client_storage\R2017_10_06\M171006_060316.lvm,934180,200288,178946,264804,1128
..\client_storage\R2017_10_06\M171006_060329.lvm,933229,203276,189699,270194,1175
..\client_storage\R2017_10_06\M171006_060333.lvm,935072,199812,190806,271504,1220
..\client_storage\R2017_10_06\M171006_060349.lvm,920560,212872,210661,289425,1202
..\client_storage\R2017_10_06\M171006_060355.lvm,928276,201788,186209,271977,1224
..\client_storage\R2017_10_06\M171006_060401.lvm,929521,197672,163812,260456,1119
..\client_storage\R2017_10_06\M171006_060403.lvm,930317,201204,181952,269297,1216
..\client_storage\R2017_10_06\M171006_060405.lvm,930616,197180,177158,266927,1240
..\client_storage\R2017_10_06\M171006_060409.lvm,931697,198848,182499,269099,1224
..\client_storage\R2017_10_06\M171006_060415.lvm,930293,196684,173880,261470,1085
..\client_storage\R2017_10_06\M171006_060437.lvm,930373,201048,182134,266489,1086
..\client_storage\R2017_10_06\M171006_060456.lvm,931473,198748,183504,268265,1284
..\client_storage\R2017_10_06\M171006_060459.lvm,930815,202640,177150,269396,1245
..\client_storage\R2017_10_06\M171006_060513.lvm,936031,197360,181865,264047,1309
..\client_storage\R2017_10_06\M171006_060522.lvm,932962,197568,179713,266029,1249
..\client_storage\R2017_10_06\M171006_060527.lvm,933741,199504,185428,268786,1279
..\client_storage\R2017_10_06\M171006_060558.lvm,931674,197164,178757,267716,1256
..\client_storage\R2017_10_06\M171006_060611.lvm,926670,198004,174507,266331,1093
..\client_storage\R2017_10_06\M171006_060617.lvm,927254,202016,179340,268621,1122
..\client_storage\R2017_10_06\M171006_060620.lvm,930223,204544,179865,270386,1154
..\client_storage\R2017_10_06\M171006_060633.lvm,929456,202712,183445,268271,1243
..\client_storage\R2017_10_06\M171006_060657.lvm,926234,200548,181780,269382,1166
..\client_storage\R2017_10_06\M171006_060712.lvm,926410,197512,178037,268538,1165
..\client_storage\R2017_10_06\M171006_060718.lvm,926935,202276,185785,272338,1183
..\client_storage\R2017_10_06\M171006_060721.lvm,928324,202484,188366,274525,1222
..\client_storage\R2017_10_06\M171006_060731.lvm,927527,198244,173764,265686,1191
..\client_storage\R2017_10_06\M171006_060735.lvm,926999,199548,178912,268128,1199
..\client_storage\R2017_10_06\M171006_060751.lvm,927844,204296,188502,272163,1294
..\client_storage\R2017_10_06\M171006_060804.lvm,932647,198392,182687,268773,1226
..\client_storage\R2017_10_06\M171006_060808.lvm,936331,197024,183230,266335,1280
..\client_storage\R2017_10_06\M171006_060825.lvm,923527,200368,175263,265335,1097
..\client_storage\R2017_10_06\M171006_060838.lvm,928956,199552,175587,264268,1167
..\client_storage\R2017_10_06\M171006_060845.lvm,927787,200660,176673,266678,1175
..\client_storage\R2017_10_06\M171006_060852.lvm,926231,204376,189992,277124,1172
..\client_storage\R2017_10_06\M171006_060905.lvm,926159,208196,196381,282348,1247
..\client_storage\R2017_10_06\M171006_060921.lvm,931255,200408,176629,269664,1222
..\client_storage\R2017_10_06\M171006_060936.lvm,930634,202228,187696,274948,1248
..\client_storage\R2017_10_06\M171006_060942.lvm,931503,204040,185763,273922,1300
..\client_storage\R2017_10_06\M171006_060945.lvm,931036,203792,186840,271038,1236
..\client_storage\R2017_10_06\M171006_060959.lvm,926263,198548,177623,266802,1107
..\client_storage\R2017_10_06\M171006_061005.lvm,930072,203536,189226,273130,1270
..\client_storage\R2017_10_06\M171006_061014.lvm,930811,199908,187947,270971,1150
..\client_storage\R2017_10_06\M171006_061023.lvm,930664,196708,180471,266936,1136
..\client_storage\R2017_10_06\M171006_061027.lvm,931184,201300,182779,268030,1130
..\client_storage\R2017_10_06\M171006_061033.lvm,934372,200748,181171,266930,1275
..\client_storage\R2017_10_06\M171006_061040.lvm,932859,202536,185495,270713,1281
..\client_storage\R2017_10_06\M171006_061044.lvm,931762,205948,186673,276052,1293
..\client_storage\R2017_10_06\M171006_061059.lvm,931952,200728,179023,266276,1141
..\client_storage\R2017_10_06\M171006_061106.lvm,933343,201940,182712,268264,1150
..\client_storage\R2017_10_06\M171006_061136.lvm,934641,196952,182096,264788,1236
..\client_storage\R2017_10_06\M171006_061139.lvm,935189,201144,182697,267627,1211
..\client_storage\R2017_10_06\M171006_061143.lvm,934461,199400,178601,262594,1205
..\client_storage\R2017_10_06\M171006_061146.lvm,934339,199672,178874,265520,1186
..\client_storage\R2017_10_06\M171006_061206.lvm,935280,199444,181696,265304,1229
..\client_storage\R2017_10_06\M171006_061217.lvm,927514,199460,184855,271451,1304
..\client_storage\R2017_10_06\M171006_061228.lvm,931846,200704,185370,266503,1241
..\client_storage\R2017_10_06\M171006_061243.lvm,932530,198660,172454,259574,1148
..\client_storage\R2017_10_06\M171006_061255.lvm,932019,197992,172957,259528,1170
..\client_storage\R2017_10_06\M171006_061312.lvm,933733,196060,181474,262255,1231
..\client_storage\R2017_10_06\M171006_061321.lvm,932123,199804,184913,267778,1190
..\client_storage\R2017_10_06\M171006_061329.lvm,934359,199948,179485,268105,1266
..\client_storage\R2017_10_06\M171006_061333.lvm,935923,195604,180698,267543,1303
..\client_storage\R2017_10_06\M171006_061348.lvm,929126,199864,178906,269558,1202
..\client_storage\R2017_10_06\M171006_061351.lvm,936027,198456,183472,267374,1350
..\client_storage\R2017_10_06\M171006_061410.lvm,931009,198624,174498,260303,1168
